year,region,province,population,acc with victims,total injuried,mortals,hosp injuries,minor injuries,gas_stations,free_motorways_CCAA,free_motorways_State,free_motorways_provincial,multiple_road_CCAA,multiple_road_State,multiple_road_provincial,single_road_CCAA,single_road_State,single_road_provincial,toll_motorways_CCAA,toll_motorways_State,toll_motorways_provincial
2015,La Rioja,"Rioja, La",192659,707,977,20,71,886,78,0.0,61.95,,3.0,1.38,,1433.0,254.63,,0.0,119.1,
2015,Galicia,Lugo,197617,549,816,22,141,653,112,16.16,238.26,0.0,2.41,11.1,0.0,1459.78,506.28,4208.0,0.0,0.0,0.0
2015,Madrid,Madrid,4056167,15422,20114,111,1314,18689,638,128.16,493.61,,201.41,7.05,,2242.62,104.16,,0.0,160.82,
2015,Andalucía,Málaga,1015969,2514,3589,46,237,3306,288,97.1,218.74,0.0,11.36,29.68,0.0,1174.82,31.37,859.6,0.0,122.09,0.0
2015,Murcia,Murcia,908711,1755,2561,44,219,2298,376,167.84,289.08,,79.68,12.48,,2643.12,142.0,,0.0,114.64,
2015,Navarra,Navarra,387768,450,612,26,112,474,231,235.54,0.0,,25.6,0.0,,3460.38,0.0,,105.07,39.03,
2015,Galicia,Orense,179650,403,561,11,83,467,91,47.97,168.36,0.0,3.07,8.2,0.0,976.89,345.03,1840.07,0.0,0.0,0.0
2015,Asturias,Asturias,646295,2374,3461,36,230,3195,210,74.45,357.84,,7.02,5.85,,4111.21,473.14,,0.0,21.86,
2015,Castilla y León,Palencia,100811,264,391,6,49,336,61,62.3,193.33,0.0,0.0,0.0,0.0,1467.75,247.01,1034.59,0.0,0.0,0.0
2015,Canarias,"Palmas, Las",731131,1472,2138,22,145,1971,209,,0.0,110.82,,0.0,76.06,,0.0,1752.45,,0.0,0.0
2015,Galicia,Pontevedra,584347,2068,3220,43,275,2902,171,27.34,80.31,0.0,6.44,7.49,0.0,1244.11,316.18,1686.0,20.98,126.71,0.0
2015,Castilla y León,Salamanca,199185,643,857,17,88,752,99,0.0,300.43,0.0,0.0,8.38,0.0,1263.45,264.53,2137.0,0.0,0.0,0.0
2015,Canarias,"Tenerife, S.C.",654942,1797,2593,40,202,2351,220,,0.0,135.06,,0.0,13.0,,0.0,2168.03,,0.0,0.0
2015,Cantabria,Cantabria,363611,703,1065,22,57,986,135,0.0,254.91,,0.0,2.95,,1994.81,329.22,,0.0,0.0,
2015,Castilla y León,Segovia,94438,324,480,16,46,418,65,64.48,47.04,0.0,6.3,1.86,0.0,703.3,248.69,1229.35,0.0,69.47,0.0
2015,Andalucía,Sevilla,1208730,5371,8006,43,242,7721,394,156.77,232.91,0.0,41.45,21.49,10.85,1706.41,144.28,1477.47,0.0,50.95,0.0
2015,Castilla y León,Soria,52821,121,172,10,31,131,38,0.0,131.74,0.0,0.0,1.85,0.0,898.77,407.27,1890.73,0.0,0.0,0.0
2015,Cataluña,Tarragona,486379,2001,2762,71,244,2447,217,23.06,85.66,0.0,22.55,16.11,6.22,1076.57,283.52,1083.56,10.59,191.13,0.0
2015,Aragón,Teruel,81766,148,205,16,45,144,82,0.0,140.1,0.0,0.0,2.73,0.0,1628.21,530.89,963.0,0.0,0.0,0.0
2015,Castilla-La Mancha,Toledo,424448,849,1292,31,128,1133,292,145.51,378.68,0.0,0.0,9.54,0.0,1923.4,363.85,956.0,0.0,140.27,0.0
2015,C. Valenciana,Valencia,1583491,4227,5582,64,402,5116,583,86.05,316.45,0.0,48.42,46.54,9.0,671.8,341.47,1818.0,0.0,87.78,0.0
2015,Castilla y León,Valladolid,322517,836,1249,24,104,1121,125,40.73,264.66,0.0,0.0,14.29,0.0,1046.92,268.92,1433.0,0.0,0.0,0.0
2015,País Vasco,Vizcaya,701535,1884,2690,19,108,2563,112,,0.0,96.74,,0.0,39.5,,0.0,1098.43,,22.4,50.0
2015,Castilla y León,Zamora,104469,108,186,21,44,121,81,0.0,336.39,0.0,0.0,13.22,0.0,1148.48,423.12,1592.06,0.0,0.0,0.0
2015,Aragón,Zaragoza,582753,1570,2158,38,229,1891,240,5.28,310.66,0.0,9.41,51.51,3.15,2043.36,508.48,1016.75,0.0,107.02,0.0
2015,Ceuta,Ceuta,52084,319,462,3,15,444,9,0.0,0.0,,0.0,0.0,,18.0,18.83,,0.0,0.0,
2015,Melilla,Melilla,51898,594,821,2,19,800,13,0.0,0.0,,0.53,1.02,,17.36,9.27,,0.0,0.0,
2016,País Vasco,Álava,197815,1006,1284,13,63,1208,59,0.0,0.0,91.97,0.0,0.0,10.61,0.0,0.0,1279.57,0.0,60.89,14.23
2016,Castilla-La Mancha,Albacete,240542,690,952,24,95,833,153,0.0,281.28,0.0,0.0,0.0,0.0,1612.62,418.07,1407.0,0.0,0.0,0.0
2016,C. Valenciana,Alicante,1122022,3028,4208,68,291,3849,382,15.51,231.07,0.0,57.78,61.87,8.88,906.47,207.63,972.19,0.0,159.46,0.0
2016,Andalucía,Almería,447442,713,1175,40,108,1027,182,112.92,203.5,0.0,3.41,1.12,0.0,701.08,136.84,1171.0,0.0,28.19,0.0
2016,Castilla y León,Ávila,94735,442,640,12,60,568,63,0.0,86.97,0.0,0.0,3.24,0.0,987.57,346.39,1065.0,0.0,37.4,0.0
2016,Extremadura,Badajoz,420217,889,1299,38,139,1122,256,17.0,242.12,0.0,20.98,14.97,0.0,2094.0,575.17,1917.29,0.0,0.0,0.0
2016,Islas Baleares,Baleares,714190,3821,5336,60,344,4932,187,0.0,0.0,93.52,0.0,0.0,97.12,0.0,0.0,1964.73,0.0,0.0,0.0
2016,Cataluña,Barcelona,3400438,20910,27756,131,1102,26523,750,287.88,142.73,0.0,54.16,1.05,0.0,1548.35,46.77,1569.5,159.45,118.93,0.0
2016,Castilla y León,Burgos,216550,845,1235,36,149,1050,129,46.75,209.14,0.0,5.88,19.18,0.0,1765.7,661.35,2289.44,0.0,76.29,0.0
2016,Extremadura,Cáceres,244630,419,616,24,55,537,129,107.09,337.0,0.0,10.64,20.98,0.0,1570.48,411.61,1869.15,0.0,0.0,0.0
2016,Andalucía,Cádiz,780083,2757,4194,41,211,3942,235,138.09,120.13,0.0,23.76,33.43,0.0,872.31,125.33,806.68,0.0,47.8,0.0
2016,C. Valenciana,Castellón,356413,786,1152,43,141,968,175,46.04,73.79,0.0,45.83,1.97,0.0,875.78,283.51,774.88,0.0,119.88,0.0
2016,Castilla-La Mancha,Ciudad Real,309114,675,1026,30,77,919,205,80.96,258.47,0.0,3.82,5.98,0.0,1720.13,460.6,1724.0,0.0,0.0,0.0
2016,Andalucía,Córdoba,484384,1359,1961,22,151,1788,231,9.97,176.73,0.0,17.44,0.65,0.0,1619.52,423.69,1806.61,0.0,0.0,0.0
2016,Galicia,"Coruña, A",678109,1978,2794,58,304,2432,248,126.86,77.07,0.0,2.55,56.68,0.0,1577.74,282.11,2103.15,32.53,146.32,0.0
2016,Castilla-La Mancha,Cuenca,119179,294,459,15,74,370,148,0.0,346.21,0.0,0.0,0.0,0.0,1718.81,582.75,1557.2,0.0,49.83,0.0
2016,Cataluña,Gerona,462002,2701,3713,55,273,3385,243,90.0,32.98,0.0,21.83,7.56,2.59,1127.3,275.34,777.26,0.0,92.62,0.0
2016,Andalucía,Granada,567730,1931,2814,27,196,2591,264,235.69,185.86,0.0,11.81,1.96,4.07,1384.28,196.66,1260.63,0.0,0.0,0.0
2016,Castilla-La Mancha,Guadalajara,158003,254,387,7,40,340,83,9.26,99.67,0.0,0.0,0.69,0.0,1461.81,291.78,1568.0,0.0,24.02,0.0
2016,País Vasco,Guipúzcoa,427135,1938,2452,17,203,2232,116,0.0,0.0,45.04,0.0,0.0,78.38,0.0,0.0,1183.07,0.0,0.0,107.2
2016,Andalucía,Huelva,327251,644,1006,19,92,895,136,33.29,136.42,0.0,6.42,11.78,0.0,731.81,315.58,840.01,0.0,0.0,0.0
2016,Aragón,Huesca,132236,463,646,21,104,521,118,0.0,156.53,0.0,0.0,0.0,0.0,2042.53,685.07,1386.0,0.0,49.71,0.0
2016,Andalucía,Jaén,397644,925,1400,31,114,1255,230,73.39,201.97,0.0,5.7,0.0,0.0,1399.36,258.31,909.33,0.0,0.0,0.0
2016,Castilla y León,León,281158,899,1284,25,189,1070,155,67.89,231.66,0.0,5.79,17.18,0.0,1715.2,588.61,3310.32,0.0,93.68,0.0
2016,Cataluña,Lérida,265869,1316,1911,37,188,1686,187,28.38,127.86,0.0,0.0,10.65,0.0,1519.96,313.12,815.85,0.0,60.47,0.0
2016,La Rioja,"Rioja, La",190887,712,983,25,60,898,78,0.0,62.13,0.0,3.0,1.15,0.0,1433.0,260.57,0.0,0.0,119.1,0.0
2016,Galicia,Lugo,195256,611,924,32,114,778,115,16.16,234.8,0.0,2.41,12.33,0.0,1464.09,516.05,4208.0,0.0,0.0,0.0
2016,Madrid,Madrid,4052330,16158,20780,121,1254,19405,667,128.8,481.13,0.0,201.41,7.8,0.0,2238.3,100.42,0.0,0.0,160.82,0.0
2016,Andalucía,Málaga,1014732,2215,3249,57,252,2940,293,97.1,218.74,0.0,11.36,23.49,0.0,1180.42,37.56,859.6,0.0,122.09,0.0
2016,Murcia,Murcia,904882,2304,3280,58,241,2981,398,167.84,290.26,0.0,79.68,11.3,0.0,2643.12,142.0,0.0,0.0,114.64,0.0
2016,Navarra,Navarra,385675,731,970,26,136,808,235,235.54,0.0,0.0,25.6,0.0,0.0,3460.38,0.0,0.0,105.07,39.03,0.0
2016,Galicia,Orense,176647,422,603,15,86,502,91,47.97,166.74,0.0,3.07,9.36,0.0,977.63,346.82,1840.07,0.0,0.0,0.0
2016,Asturias,Asturias,636386,2224,3191,35,232,2924,210,74.45,356.76,0.0,7.02,5.85,0.0,4111.21,466.0,0.0,0.0,21.86,0.0
2016,Castilla y León,Palencia,99473,250,360,13,50,297,64,62.3,193.33,0.0,0.0,0.0,0.0,1468.39,247.01,1035.0,0.0,0.0,0.0
2016,Canarias,"Palmas, Las",729325,1314,1978,40,130,1808,213,0.0,0.0,110.82,0.0,0.0,76.06,0.0,0.0,1751.63,0.0,0.0,0.0
2016,Galicia,Pontevedra,578529,1726,2668,36,260,2372,174,27.34,81.29,0.0,6.44,9.6,0.0,1244.11,318.85,1657.0,20.98,126.71,0.0
2016,Castilla y León,Salamanca,196233,662,913,10,74,829,98,0.0,300.43,0.0,0.0,8.19,0.0,1263.45,264.53,2279.69,0.0,0.0,0.0
2016,Canarias,"Tenerife, S.C.",655071,2257,3277,31,261,2985,221,0.0,0.0,141.76,0.0,0.0,38.53,0.0,0.0,2100.03,0.0,0.0,0.0
2016,Cantabria,Cantabria,359023,710,1089,21,67,1001,134,0.0,254.91,0.0,0.0,2.95,0.0,1987.97,324.68,0.0,0.0,0.0,0.0
2016,Castilla y León,Segovia,93168,312,460,16,38,406,67,64.48,47.04,0.0,6.3,1.86,0.0,696.77,249.99,1229.35,0.0,69.47,0.0
2016,Andalucía,Sevilla,1205416,5033,7492,66,329,7097,414,156.77,234.35,0.0,41.45,20.57,10.85,1706.41,143.98,1473.82,0.0,50.95,0.0
2016,Castilla y León,Soria,52068,143,226,19,41,166,39,0.0,131.74,0.0,0.0,1.85,0.0,898.77,407.27,1889.85,0.0,0.0,0.0
2016,Cataluña,Tarragona,481965,2066,2901,59,237,2605,225,23.06,89.97,0.0,22.55,27.89,6.22,1070.82,259.0,1084.34,10.59,191.13,0.0
2016,Aragón,Teruel,80459,182,278,9,61,208,83,0.0,140.12,0.0,0.0,1.34,0.0,1628.21,544.78,963.0,0.0,0.0,0.0
2016,Castilla-La Mancha,Toledo,419924,906,1392,42,139,1211,292,146.31,378.68,0.0,0.0,9.54,0.0,1923.4,363.85,956.0,0.0,140.27,0.0
2016,C. Valenciana,Valencia,1576345,4402,5924,69,433,5422,602,86.02,363.26,0.0,48.43,3.33,15.34,673.73,335.27,1855.16,0.0,87.78,0.0
2016,Castilla y León,Valladolid,318006,904,1265,24,92,1149,132,40.73,261.84,0.0,0.0,16.45,0.0,1046.92,268.69,1435.0,0.0,0.0,0.0
2016,País Vasco,Vizcaya,695938,1923,2689,26,123,2540,115,0.0,0.0,104.39,0.0,0.0,39.1,0.0,0.0,1093.37,0.0,22.4,50.0
2016,Castilla y León,Zamora,102460,124,224,20,43,161,80,0.0,333.69,0.0,0.0,16.97,0.0,1139.92,421.9,1592.06,0.0,0.0,0.0
2016,Aragón,Zaragoza,575379,1529,2140,43,209,1888,243,5.28,329.75,0.0,9.41,42.4,3.15,2043.36,504.74,1016.75,0.0,107.02,0.0
2016,Ceuta,Ceuta,52044,297,435,2,16,417,9,0.0,0.0,0.0,0.0,1.37,0.0,18.0,18.83,0.0,0.0,0.0,0.0
2016,Melilla,Melilla,52059,562,809,1,14,794,13,0.0,0.0,0.0,0.53,1.02,0.0,17.36,9.27,0.0,0.0,0.0,0.0
2017,País Vasco,Álava,197802,998,1314,11,118,1185,60,0.0,0.0,91.97,0.0,0.0,10.61,0.0,0.0,1276.27,0.0,60.89,14.23
2017,Castilla-La Mancha,Albacete,239318,711,959,16,99,844,153,0.0,281.28,0.0,3.97,0.0,0.0,1612.62,418.07,1407.0,0.0,0.0,0.0
2017,C. Valenciana,Alicante,1112362,2954,4163,64,297,3802,398,15.63,231.07,0.0,57.89,61.87,8.88,909.86,207.63,972.19,0.0,159.46,0.0
2017,Andalucía,Almería,447577,1190,1904,22,137,1745,184,117.42,203.5,0.0,2.41,1.12,0.0,696.19,135.98,1171.0,0.0,28.19,0.0
2017,Castilla y León,Ávila,93445,385,530,11,39,480,57,0.0,86.97,0.0,0.0,3.24,0.0,986.37,346.39,1065.0,0.0,37.4,0.0
2017,Extremadura,Badajoz,416901,1013,1458,36,139,1283,261,17.0,242.12,0.0,21.0,14.97,0.0,2094.21,575.17,1921.12,0.0,0.0,0.0
2017,Islas Baleares,Baleares,718442,3783,5085,68,389,4628,187,0.0,0.0,93.52,0.0,0.0,97.11,0.0,0.0,2106.07,0.0,0.0,0.0
2017,Cataluña,Barcelona,3410928,20986,27730,145,1036,26549,753,287.88,142.73,0.0,54.16,1.05,0.0,1544.83,44.04,1569.5,159.45,118.93,0.0
2017,Castilla y León,Burgos,213398,807,1084,31,120,933,129,46.75,211.37,0.0,5.88,19.18,0.0,1767.35,673.39,2289.44,0.0,76.29,0.0
2017,Extremadura,Cáceres,242136,478,741,26,56,659,129,107.1,337.0,0.0,12.7,20.98,0.0,1568.43,411.61,1869.15,0.0,0.0,0.0
2017,Andalucía,Cádiz,776449,2869,4207,34,224,3949,243,155.39,120.13,0.0,6.46,33.43,0.0,872.31,125.33,806.68,0.0,47.8,0.0
2017,C. Valenciana,Castellón,351908,809,1128,39,118,971,173,46.04,72.54,0.0,45.82,2.22,0.0,875.71,282.35,774.88,0.0,119.88,0.0
2017,Castilla-La Mancha,Ciudad Real,305832,563,813,33,63,717,204,80.96,258.47,0.0,3.82,5.98,0.0,1720.13,457.9,1727.0,0.0,0.0,0.0
2017,Andalucía,Córdoba,481826,1170,1641,37,115,1489,226,9.97,176.73,0.0,17.44,0.65,0.0,1619.52,423.69,1808.08,0.0,0.0,0.0
2017,Galicia,"Coruña, A",672080,1876,2700,51,312,2337,250,126.86,77.07,0.0,2.55,55.33,0.0,1571.01,277.99,2103.15,32.53,146.32,0.0
2017,Castilla-La Mancha,Cuenca,117791,282,414,18,64,332,142,0.0,346.21,0.0,0.0,0.0,0.0,1718.81,582.75,1557.2,0.0,49.83,0.0
2017,Cataluña,Gerona,461353,2676,3659,47,225,3387,239,90.0,32.98,0.0,21.83,7.56,2.59,1127.08,275.34,782.81,0.0,92.62,0.0
2017,Andalucía,Granada,565403,1839,2636,33,169,2434,260,235.69,189.88,0.0,11.81,1.96,4.07,1384.28,194.58,1260.62,0.0,0.0,0.0
2017,Castilla-La Mancha,Guadalajara,157912,257,385,12,42,331,80,9.26,99.67,0.0,0.0,0.69,0.0,1461.81,291.78,1568.0,0.0,24.02,0.0
2017,País Vasco,Guipúzcoa,425339,1723,2194,27,186,1981,117,0.0,0.0,45.04,0.0,0.0,78.38,0.0,0.0,1183.07,0.0,0.0,107.2
2017,Andalucía,Huelva,325872,763,1256,22,116,1118,137,33.29,136.42,0.0,6.42,11.78,0.0,729.71,315.58,840.01,0.0,0.0,0.0
2017,Aragón,Huesca,131149,498,706,25,108,573,118,0.0,156.53,0.0,0.0,0.0,0.0,2076.0,685.07,1386.0,0.0,49.71,0.0
2017,Andalucía,Jaén,395205,928,1386,35,81,1270,243,73.39,201.97,0.0,5.7,0.0,0.0,1399.36,253.06,901.76,0.0,0.0,0.0
2017,Castilla y León,León,276680,859,1214,22,167,1025,154,68.14,231.66,0.0,5.79,15.79,0.0,1705.33,583.33,3310.32,0.0,93.68,0.0
2017,Cataluña,Lérida,263797,1391,2035,40,201,1794,191,28.38,133.84,0.0,0.0,9.71,0.0,1519.96,314.06,812.96,0.0,60.47,0.0
2017,La Rioja,"Rioja, La",189708,709,943,26,77,840,81,0.0,62.13,0.0,3.0,1.15,0.0,1442.0,250.78,0.0,0.0,119.1,0.0
2017,Galicia,Lugo,192961,547,802,22,107,673,115,16.16,234.8,0.0,2.41,12.33,0.0,1471.96,516.05,4217.0,0.0,0.0,0.0
2017,Madrid,Madrid,4058324,16248,21065,125,1304,19636,679,128.8,481.13,0.0,201.41,7.2,0.0,2238.3,100.42,0.0,0.0,160.82,0.0
2017,Andalucía,Málaga,1013318,2035,2905,67,222,2616,301,97.1,218.74,0.0,11.36,23.49,0.0,1177.66,37.56,859.6,0.0,122.09,0.0
2017,Murcia,Murcia,905963,2480,3538,85,233,3220,400,167.84,313.5,0.0,79.68,11.3,0.0,2643.12,138.11,0.0,0.0,114.64,0.0
2017,Navarra,Navarra,385790,872,1185,29,124,1032,235,235.54,0.0,0.0,25.6,0.0,0.0,3454.14,0.0,0.0,105.07,39.03,0.0
2017,Galicia,Orense,174010,446,612,13,91,508,86,47.97,166.74,0.0,3.07,9.36,0.0,977.63,346.82,1840.07,0.0,0.0,0.0
2017,Asturias,Asturias,627081,2312,3234,37,219,2978,209,74.45,357.87,0.0,7.02,5.37,0.0,4111.21,466.0,0.0,0.0,21.86,0.0
2017,Castilla y León,Palencia,98368,239,347,13,37,297,66,62.3,193.33,0.0,0.0,0.0,0.0,1468.39,247.01,1035.08,0.0,0.0,0.0
2017,Canarias,"Palmas, Las",730399,1302,2031,30,115,1886,216,0.0,0.0,128.93,0.0,0.0,76.06,0.0,0.0,1757.31,0.0,0.0,0.0
2017,Galicia,Pontevedra,574385,1760,2719,31,181,2507,174,27.34,81.29,0.0,6.44,9.14,0.0,1241.13,318.85,1691.58,20.98,126.71,0.0
2017,Castilla y León,Salamanca,194075,500,687,15,61,611,101,0.0,300.43,0.0,0.0,8.64,0.0,1263.45,264.08,2279.69,0.0,0.0,0.0
2017,Canarias,"Tenerife, S.C.",656368,2216,3169,37,298,2834,223,0.0,0.0,141.76,0.0,0.0,44.54,0.0,0.0,2099.95,0.0,0.0,0.0
2017,Cantabria,Cantabria,355315,714,1039,22,68,949,137,0.0,254.91,0.0,0.0,2.95,0.0,1987.97,320.45,0.0,0.0,0.0,0.0
2017,Castilla y León,Segovia,92043,295,417,10,41,366,67,64.48,47.04,0.0,6.3,1.86,0.0,694.77,249.99,1229.35,0.0,69.47,0.0
2017,Andalucía,Sevilla,1200688,4592,6673,55,308,6310,425,156.77,234.35,0.0,41.45,18.97,9.74,1706.41,142.46,1467.89,0.0,50.95,0.0
2017,Castilla y León,Soria,51457,113,150,11,25,114,36,0.0,131.74,0.0,0.0,1.85,0.0,898.81,407.27,1891.95,0.0,0.0,0.0
2017,Cataluña,Tarragona,479174,1999,2743,51,216,2476,226,23.06,89.37,0.0,22.55,13.05,8.1,1071.39,270.03,1080.39,10.59,191.13,0.0
2017,Aragón,Teruel,79438,214,305,18,64,223,81,0.0,140.12,0.0,0.0,1.34,0.0,1628.21,544.78,963.0,0.0,0.0,0.0
2017,Castilla-La Mancha,Toledo,417360,836,1341,50,107,1184,284,146.31,378.68,0.0,0.0,9.54,0.0,1923.4,363.85,956.0,0.0,140.27,0.0
2017,C. Valenciana,Valencia,1565681,4278,5767,73,449,5245,598,85.99,367.86,0.0,51.72,3.33,15.34,676.36,335.27,1855.16,0.0,87.78,0.0
2017,Castilla y León,Valladolid,313987,932,1297,27,116,1154,136,40.73,261.84,0.0,0.0,16.45,0.0,1045.33,268.69,1435.0,0.0,0.0,0.0
2017,País Vasco,Vizcaya,692628,2002,2756,13,148,2595,118,0.0,0.0,104.39,0.0,0.0,38.6,0.0,0.0,1077.58,0.0,22.4,50.0
2017,Castilla y León,Zamora,100590,215,315,24,52,239,74,0.0,333.69,0.0,0.0,16.97,0.0,1148.48,421.9,1571.0,0.0,0.0,0.0
2017,Aragón,Zaragoza,574321,1694,2358,37,226,2095,239,5.28,329.75,0.0,9.41,42.4,3.15,2043.36,504.74,1016.75,0.0,107.02,0.0
