year,infoAcciden,ambito,nombreVehiculo,valor,Textbox22,Textbox19,Textbox23
2000,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,565,4.706,866,5.776
2000,Víctimas mortales,Vías interurbanas,Turismos,3.022,4.706,3.294,5.776
2000,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,492,4.706,516,5.776
2000,Víctimas mortales,Vías interurbanas,Autobuses,44,4.706,44,5.776
2000,Víctimas mortales,Vías interurbanas,Bicicletas,61,4.706,84,5.776
2000,Víctimas mortales,Vías interurbanas,VMP,,4.706,,5.776
2000,Víctimas mortales,Vías interurbanas,Otros vehículos,71,4.706,74,5.776
2000,Víctimas mortales,Vías interurbanas,Peatones,451,4.706,898,5.776
2000,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,301,1.070,866,5.776
2000,Víctimas mortales,Vías urbanas,Turismos,272,1.070,3.294,5.776
2000,Víctimas mortales,Vías urbanas,Camiones y furgonetas,24,1.070,516,5.776
2000,Víctimas mortales,Vías urbanas,Autobuses,0,1.070,44,5.776
2000,Víctimas mortales,Vías urbanas,Bicicletas,23,1.070,84,5.776
2000,Víctimas mortales,Vías urbanas,VMP,,1.070,,5.776
2000,Víctimas mortales,Vías urbanas,Otros vehículos,3,1.070,74,5.776
2000,Víctimas mortales,Vías urbanas,Peatones,447,1.070,898,5.776
2000,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,3.207,18.524,7.323,27.764
2000,Heridos hospitalizados,Vías interurbanas,Turismos,12.077,18.524,14.255,27.764
2000,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.872,18.524,2.062,27.764
2000,Heridos hospitalizados,Vías interurbanas,Autobuses,112,18.524,149,27.764
2000,Heridos hospitalizados,Vías interurbanas,Bicicletas,294,18.524,475,27.764
2000,Heridos hospitalizados,Vías interurbanas,VMP,,18.524,,27.764
2000,Heridos hospitalizados,Vías interurbanas,Otros vehículos,159,18.524,212,27.764
2000,Heridos hospitalizados,Vías interurbanas,Peatones,803,18.524,3.288,27.764
2000,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,4.116,9.240,7.323,27.764
2000,Heridos hospitalizados,Vías urbanas,Turismos,2.178,9.240,14.255,27.764
2000,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,190,9.240,2.062,27.764
2000,Heridos hospitalizados,Vías urbanas,Autobuses,37,9.240,149,27.764
2000,Heridos hospitalizados,Vías urbanas,Bicicletas,181,9.240,475,27.764
2000,Heridos hospitalizados,Vías urbanas,VMP,,9.240,,27.764
2000,Heridos hospitalizados,Vías urbanas,Otros vehículos,53,9.240,212,27.764
2000,Heridos hospitalizados,Vías urbanas,Peatones,2.485,9.240,3.288,27.764
2001,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,532,4.543,833,5.517
2001,Víctimas mortales,Vías interurbanas,Turismos,2.903,4.543,3.148,5.517
2001,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,455,4.543,474,5.517
2001,Víctimas mortales,Vías interurbanas,Autobuses,47,4.543,50,5.517
2001,Víctimas mortales,Vías interurbanas,Bicicletas,78,4.543,100,5.517
2001,Víctimas mortales,Vías interurbanas,VMP,,4.543,,5.517
2001,Víctimas mortales,Vías interurbanas,Otros vehículos,59,4.543,66,5.517
2001,Víctimas mortales,Vías interurbanas,Peatones,469,4.543,846,5.517
2001,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,301,974,833,5.517
2001,Víctimas mortales,Vías urbanas,Turismos,245,974,3.148,5.517
2001,Víctimas mortales,Vías urbanas,Camiones y furgonetas,19,974,474,5.517
2001,Víctimas mortales,Vías urbanas,Autobuses,3,974,50,5.517
2001,Víctimas mortales,Vías urbanas,Bicicletas,22,974,100,5.517
2001,Víctimas mortales,Vías urbanas,VMP,,974,,5.517
2001,Víctimas mortales,Vías urbanas,Otros vehículos,7,974,66,5.517
2001,Víctimas mortales,Vías urbanas,Peatones,377,974,846,5.517
2001,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,3.129,18.468,6.635,26.566
2001,Heridos hospitalizados,Vías interurbanas,Turismos,12.179,18.468,14.199,26.566
2001,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.901,18.468,2.048,26.566
2001,Heridos hospitalizados,Vías interurbanas,Autobuses,102,18.468,136,26.566
2001,Heridos hospitalizados,Vías interurbanas,Bicicletas,272,18.468,468,26.566
2001,Heridos hospitalizados,Vías interurbanas,VMP,,18.468,,26.566
2001,Heridos hospitalizados,Vías interurbanas,Otros vehículos,134,18.468,173,26.566
2001,Heridos hospitalizados,Vías interurbanas,Peatones,751,18.468,2.907,26.566
2001,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,3.506,8.098,6.635,26.566
2001,Heridos hospitalizados,Vías urbanas,Turismos,2.020,8.098,14.199,26.566
2001,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,147,8.098,2.048,26.566
2001,Heridos hospitalizados,Vías urbanas,Autobuses,34,8.098,136,26.566
2001,Heridos hospitalizados,Vías urbanas,Bicicletas,196,8.098,468,26.566
2001,Heridos hospitalizados,Vías urbanas,VMP,,8.098,,26.566
2001,Heridos hospitalizados,Vías urbanas,Otros vehículos,39,8.098,173,26.566
2001,Heridos hospitalizados,Vías urbanas,Peatones,2.156,8.098,2.907,26.566
2002,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,503,4.435,784,5.347
2002,Víctimas mortales,Vías interurbanas,Turismos,2.875,4.435,3.118,5.347
2002,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,492,4.435,515,5.347
2002,Víctimas mortales,Vías interurbanas,Autobuses,14,4.435,15,5.347
2002,Víctimas mortales,Vías interurbanas,Bicicletas,78,4.435,96,5.347
2002,Víctimas mortales,Vías interurbanas,VMP,,4.435,,5.347
2002,Víctimas mortales,Vías interurbanas,Otros vehículos,40,4.435,43,5.347
2002,Víctimas mortales,Vías interurbanas,Peatones,433,4.435,776,5.347
2002,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,281,912,784,5.347
2002,Víctimas mortales,Vías urbanas,Turismos,243,912,3.118,5.347
2002,Víctimas mortales,Vías urbanas,Camiones y furgonetas,23,912,515,5.347
2002,Víctimas mortales,Vías urbanas,Autobuses,1,912,15,5.347
2002,Víctimas mortales,Vías urbanas,Bicicletas,18,912,96,5.347
2002,Víctimas mortales,Vías urbanas,VMP,,912,,5.347
2002,Víctimas mortales,Vías urbanas,Otros vehículos,3,912,43,5.347
2002,Víctimas mortales,Vías urbanas,Peatones,343,912,776,5.347
2002,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,3.135,18.225,6.479,26.156
2002,Heridos hospitalizados,Vías interurbanas,Turismos,11.933,18.225,13.941,26.156
2002,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.897,18.225,2.073,26.156
2002,Heridos hospitalizados,Vías interurbanas,Autobuses,105,18.225,144,26.156
2002,Heridos hospitalizados,Vías interurbanas,Bicicletas,309,18.225,502,26.156
2002,Heridos hospitalizados,Vías interurbanas,VMP,,18.225,,26.156
2002,Heridos hospitalizados,Vías interurbanas,Otros vehículos,143,18.225,173,26.156
2002,Heridos hospitalizados,Vías interurbanas,Peatones,703,18.225,2.844,26.156
2002,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,3.344,7.931,6.479,26.156
2002,Heridos hospitalizados,Vías urbanas,Turismos,2.008,7.931,13.941,26.156
2002,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,176,7.931,2.073,26.156
2002,Heridos hospitalizados,Vías urbanas,Autobuses,39,7.931,144,26.156
2002,Heridos hospitalizados,Vías urbanas,Bicicletas,193,7.931,502,26.156
2002,Heridos hospitalizados,Vías urbanas,VMP,,7.931,,26.156
2002,Heridos hospitalizados,Vías urbanas,Otros vehículos,30,7.931,173,26.156
2002,Heridos hospitalizados,Vías urbanas,Peatones,2.141,7.931,2.844,26.156
2003,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,486,4.480,758,5.399
2003,Víctimas mortales,Vías interurbanas,Turismos,2.976,4.480,3.216,5.399
2003,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,455,4.480,476,5.399
2003,Víctimas mortales,Vías interurbanas,Autobuses,24,4.480,27,5.399
2003,Víctimas mortales,Vías interurbanas,Bicicletas,63,4.480,78,5.399
2003,Víctimas mortales,Vías interurbanas,VMP,,4.480,,5.399
2003,Víctimas mortales,Vías interurbanas,Otros vehículos,52,4.480,57,5.399
2003,Víctimas mortales,Vías interurbanas,Peatones,424,4.480,787,5.399
2003,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,272,919,758,5.399
2003,Víctimas mortales,Vías urbanas,Turismos,240,919,3.216,5.399
2003,Víctimas mortales,Vías urbanas,Camiones y furgonetas,21,919,476,5.399
2003,Víctimas mortales,Vías urbanas,Autobuses,3,919,27,5.399
2003,Víctimas mortales,Vías urbanas,Bicicletas,15,919,78,5.399
2003,Víctimas mortales,Vías urbanas,VMP,,919,,5.399
2003,Víctimas mortales,Vías urbanas,Otros vehículos,5,919,57,5.399
2003,Víctimas mortales,Vías urbanas,Peatones,363,919,787,5.399
2003,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,3.164,19.006,6.126,26.305
2003,Heridos hospitalizados,Vías interurbanas,Turismos,12.572,19.006,14.443,26.305
2003,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.933,19.006,2.076,26.305
2003,Heridos hospitalizados,Vías interurbanas,Autobuses,174,19.006,226,26.305
2003,Heridos hospitalizados,Vías interurbanas,Bicicletas,272,19.006,474,26.305
2003,Heridos hospitalizados,Vías interurbanas,VMP,,19.006,,26.305
2003,Heridos hospitalizados,Vías interurbanas,Otros vehículos,163,19.006,193,26.305
2003,Heridos hospitalizados,Vías interurbanas,Peatones,728,19.006,2.767,26.305
2003,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,2.962,7.299,6.126,26.305
2003,Heridos hospitalizados,Vías urbanas,Turismos,1.871,7.299,14.443,26.305
2003,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,143,7.299,2.076,26.305
2003,Heridos hospitalizados,Vías urbanas,Autobuses,52,7.299,226,26.305
2003,Heridos hospitalizados,Vías urbanas,Bicicletas,202,7.299,474,26.305
2003,Heridos hospitalizados,Vías urbanas,VMP,,7.299,,26.305
2003,Heridos hospitalizados,Vías urbanas,Otros vehículos,30,7.299,193,26.305
2003,Heridos hospitalizados,Vías urbanas,Peatones,2.039,7.299,2.767,26.305
2004,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,490,3.841,761,4.741
2004,Víctimas mortales,Vías interurbanas,Turismos,2.467,3.841,2.693,4.741
2004,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,414,3.841,442,4.741
2004,Víctimas mortales,Vías interurbanas,Autobuses,4,3.841,4,4.741
2004,Víctimas mortales,Vías interurbanas,Bicicletas,68,3.841,89,4.741
2004,Víctimas mortales,Vías interurbanas,VMP,,3.841,,4.741
2004,Víctimas mortales,Vías interurbanas,Otros vehículos,58,3.841,69,4.741
2004,Víctimas mortales,Vías interurbanas,Peatones,340,3.841,683,4.741
2004,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,271,900,761,4.741
2004,Víctimas mortales,Vías urbanas,Turismos,226,900,2.693,4.741
2004,Víctimas mortales,Vías urbanas,Camiones y furgonetas,28,900,442,4.741
2004,Víctimas mortales,Vías urbanas,Autobuses,0,900,4,4.741
2004,Víctimas mortales,Vías urbanas,Bicicletas,21,900,89,4.741
2004,Víctimas mortales,Vías urbanas,VMP,,900,,4.741
2004,Víctimas mortales,Vías urbanas,Otros vehículos,11,900,69,4.741
2004,Víctimas mortales,Vías urbanas,Peatones,343,900,683,4.741
2004,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,2.543,14.631,5.592,21.805
2004,Heridos hospitalizados,Vías interurbanas,Turismos,9.500,14.631,11.083,21.805
2004,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.495,14.631,1.599,21.805
2004,Heridos hospitalizados,Vías interurbanas,Autobuses,53,14.631,91,21.805
2004,Heridos hospitalizados,Vías interurbanas,Bicicletas,270,14.631,470,21.805
2004,Heridos hospitalizados,Vías interurbanas,VMP,,14.631,,21.805
2004,Heridos hospitalizados,Vías interurbanas,Otros vehículos,191,14.631,255,21.805
2004,Heridos hospitalizados,Vías interurbanas,Peatones,579,14.631,2.715,21.805
2004,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,3.049,7.174,5.592,21.805
2004,Heridos hospitalizados,Vías urbanas,Turismos,1.583,7.174,11.083,21.805
2004,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,104,7.174,1.599,21.805
2004,Heridos hospitalizados,Vías urbanas,Autobuses,38,7.174,91,21.805
2004,Heridos hospitalizados,Vías urbanas,Bicicletas,200,7.174,470,21.805
2004,Heridos hospitalizados,Vías urbanas,VMP,,7.174,,21.805
2004,Heridos hospitalizados,Vías urbanas,Otros vehículos,64,7.174,255,21.805
2004,Heridos hospitalizados,Vías urbanas,Peatones,2.136,7.174,2.715,21.805
2005,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,532,3.652,785,4.442
2005,Víctimas mortales,Vías interurbanas,Turismos,2.245,3.652,2.393,4.442
2005,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,371,3.652,385,4.442
2005,Víctimas mortales,Vías interurbanas,Autobuses,25,3.652,26,4.442
2005,Víctimas mortales,Vías interurbanas,Bicicletas,59,3.652,82,4.442
2005,Víctimas mortales,Vías interurbanas,VMP,,3.652,,4.442
2005,Víctimas mortales,Vías interurbanas,Otros vehículos,72,3.652,91,4.442
2005,Víctimas mortales,Vías interurbanas,Peatones,348,3.652,680,4.442
2005,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,253,790,785,4.442
2005,Víctimas mortales,Vías urbanas,Turismos,148,790,2.393,4.442
2005,Víctimas mortales,Vías urbanas,Camiones y furgonetas,14,790,385,4.442
2005,Víctimas mortales,Vías urbanas,Autobuses,1,790,26,4.442
2005,Víctimas mortales,Vías urbanas,Bicicletas,23,790,82,4.442
2005,Víctimas mortales,Vías urbanas,VMP,,790,,4.442
2005,Víctimas mortales,Vías urbanas,Otros vehículos,19,790,91,4.442
2005,Víctimas mortales,Vías urbanas,Peatones,332,790,680,4.442
2005,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,2.891,14.920,6.024,21.859
2005,Heridos hospitalizados,Vías interurbanas,Turismos,9.206,14.920,10.530,21.859
2005,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.604,14.920,1.702,21.859
2005,Heridos hospitalizados,Vías interurbanas,Autobuses,125,14.920,153,21.859
2005,Heridos hospitalizados,Vías interurbanas,Bicicletas,234,14.920,448,21.859
2005,Heridos hospitalizados,Vías interurbanas,VMP,,14.920,,21.859
2005,Heridos hospitalizados,Vías interurbanas,Otros vehículos,285,14.920,376,21.859
2005,Heridos hospitalizados,Vías interurbanas,Peatones,575,14.920,2.626,21.859
2005,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,3.133,6.939,6.024,21.859
2005,Heridos hospitalizados,Vías urbanas,Turismos,1.324,6.939,10.530,21.859
2005,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,98,6.939,1.702,21.859
2005,Heridos hospitalizados,Vías urbanas,Autobuses,28,6.939,153,21.859
2005,Heridos hospitalizados,Vías urbanas,Bicicletas,214,6.939,448,21.859
2005,Heridos hospitalizados,Vías urbanas,VMP,,6.939,,21.859
2005,Heridos hospitalizados,Vías urbanas,Otros vehículos,91,6.939,376,21.859
2005,Heridos hospitalizados,Vías urbanas,Peatones,2.051,6.939,2.626,21.859
2006,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,543,3.367,789,4.104
2006,Víctimas mortales,Vías interurbanas,Turismos,1.942,3.367,2.096,4.104
2006,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,397,3.367,403,4.104
2006,Víctimas mortales,Vías interurbanas,Autobuses,34,3.367,35,4.104
2006,Víctimas mortales,Vías interurbanas,Bicicletas,55,3.367,75,4.104
2006,Víctimas mortales,Vías interurbanas,VMP,,3.367,,4.104
2006,Víctimas mortales,Vías interurbanas,Otros vehículos,79,3.367,93,4.104
2006,Víctimas mortales,Vías interurbanas,Peatones,317,3.367,613,4.104
2006,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,246,737,789,4.104
2006,Víctimas mortales,Vías urbanas,Turismos,154,737,2.096,4.104
2006,Víctimas mortales,Vías urbanas,Camiones y furgonetas,6,737,403,4.104
2006,Víctimas mortales,Vías urbanas,Autobuses,1,737,35,4.104
2006,Víctimas mortales,Vías urbanas,Bicicletas,20,737,75,4.104
2006,Víctimas mortales,Vías urbanas,VMP,,737,,4.104
2006,Víctimas mortales,Vías urbanas,Otros vehículos,14,737,93,4.104
2006,Víctimas mortales,Vías urbanas,Peatones,296,737,613,4.104
2006,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,3.296,14.763,6.337,21.382
2006,Heridos hospitalizados,Vías interurbanas,Turismos,8.490,14.763,9.710,21.382
2006,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,1.677,14.763,1.775,21.382
2006,Heridos hospitalizados,Vías interurbanas,Autobuses,129,14.763,187,21.382
2006,Heridos hospitalizados,Vías interurbanas,Bicicletas,294,14.763,483,21.382
2006,Heridos hospitalizados,Vías interurbanas,VMP,,14.763,,21.382
2006,Heridos hospitalizados,Vías interurbanas,Otros vehículos,337,14.763,431,21.382
2006,Heridos hospitalizados,Vías interurbanas,Peatones,540,14.763,2.459,21.382
2006,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,3.041,6.619,6.337,21.382
2006,Heridos hospitalizados,Vías urbanas,Turismos,1.220,6.619,9.710,21.382
2006,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,98,6.619,1.775,21.382
2006,Heridos hospitalizados,Vías urbanas,Autobuses,58,6.619,187,21.382
2006,Heridos hospitalizados,Vías urbanas,Bicicletas,189,6.619,483,21.382
2006,Heridos hospitalizados,Vías urbanas,VMP,,6.619,,21.382
2006,Heridos hospitalizados,Vías urbanas,Otros vehículos,94,6.619,431,21.382
2006,Heridos hospitalizados,Vías urbanas,Peatones,1.919,6.619,2.459,21.382
2007,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,612,3.082,880,3.823
2007,Víctimas mortales,Vías interurbanas,Turismos,1.695,3.082,1.821,3.823
2007,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,317,3.082,322,3.823
2007,Víctimas mortales,Vías interurbanas,Autobuses,14,3.082,15,3.823
2007,Víctimas mortales,Vías interurbanas,Bicicletas,67,3.082,89,3.823
2007,Víctimas mortales,Vías interurbanas,VMP,,3.082,,3.823
2007,Víctimas mortales,Vías interurbanas,Otros vehículos,90,3.082,105,3.823
2007,Víctimas mortales,Vías interurbanas,Peatones,287,3.082,591,3.823
2007,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,268,741,880,3.823
2007,Víctimas mortales,Vías urbanas,Turismos,126,741,1.821,3.823
2007,Víctimas mortales,Vías urbanas,Camiones y furgonetas,5,741,322,3.823
2007,Víctimas mortales,Vías urbanas,Autobuses,1,741,15,3.823
2007,Víctimas mortales,Vías urbanas,Bicicletas,22,741,89,3.823
2007,Víctimas mortales,Vías urbanas,VMP,,741,,3.823
2007,Víctimas mortales,Vías urbanas,Otros vehículos,15,741,105,3.823
2007,Víctimas mortales,Vías urbanas,Peatones,304,741,591,3.823
2007,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,3.217,13.201,6.033,19.295
2007,Heridos hospitalizados,Vías interurbanas,Turismos,7.352,13.201,8.437,19.295
